"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"South Dakota"	"46"	"75-79 years"	"75-79"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	16	12101	Unreliable
	"South Dakota"	"46"	"75-79 years"	"75-79"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	11	12144	Unreliable
	"South Dakota"	"46"	"75-79 years"	"75-79"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	11	12110	Unreliable
	"South Dakota"	"46"	"75-79 years"	"75-79"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	23	12034	191.13
	"South Dakota"	"46"	"75-79 years"	"75-79"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	24	11828	202.91
	"South Dakota"	"46"	"75-79 years"	"75-79"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	16	11741	Unreliable
	"South Dakota"	"46"	"75-79 years"	"75-79"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	11	11443	Unreliable
	"South Dakota"	"46"	"75-79 years"	"75-79"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	15	11371	Unreliable
	"South Dakota"	"46"	"75-79 years"	"75-79"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	13	11279	Unreliable
	"South Dakota"	"46"	"75-79 years"	"75-79"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	13	11452	Unreliable
	"South Dakota"	"46"	"75-79 years"	"75-79"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	13	11404	Unreliable
	"South Dakota"	"46"	"75-79 years"	"75-79"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	17	11366	Unreliable
	"South Dakota"	"46"	"75-79 years"	"75-79"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	16	11399	Unreliable
	"South Dakota"	"46"	"75-79 years"	"75-79"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	16	11921	Unreliable
	"South Dakota"	"46"	"80-84 years"	"80-84"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	21	9746	215.47
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	31	9826	315.49
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	20	10041	199.18
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	23	10143	226.76
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	17	10107	Unreliable
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	29	10181	284.84
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	38	10117	375.61
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	44	10147	433.63
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	29	10196	284.43
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	50	10266	487.04
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	40	10204	392.00
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	43	10229	420.37
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	38	10239	371.13
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	36	10172	353.91
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	39	10110	385.76
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	41	9876	415.15
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	44	9772	450.27
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	48	9556	502.30
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	35	9390	372.74
	"South Dakota"	"46"	"80-84 years"	"80-84"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	55	9360	587.61
	"South Dakota"	"46"	"85-89 years"	"85-89"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	21	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	32	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	22	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	30	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	29	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	47	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	52	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	66	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	67	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	54	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	60	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	51	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	84	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	82	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	75	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	83	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	85	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	75	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	71	Not Applicable	Not Applicable
	"South Dakota"	"46"	"85-89 years"	"85-89"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	67	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	22	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	31	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	35	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	38	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	36	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	51	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	53	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	64	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	74	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	68	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	81	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	91	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	85	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	87	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	91	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	89	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	83	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	84	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	78	Not Applicable	Not Applicable
	"South Dakota"	"46"	"90-94 years"	"90-94"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	81	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	20	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	19	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	19	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	24	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	26	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	31	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	27	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	41	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	60	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	53	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	59	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	55	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	67	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	45	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	51	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	44	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	54	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	70	Not Applicable	Not Applicable
	"South Dakota"	"46"	"95-99 years"	"95-99"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	53	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	15	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	11	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	13	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	11	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	16	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	13	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	15	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	10	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	18	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	14	Not Applicable	Not Applicable
	"South Dakota"	"46"	"100+ years"	"100+"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	17	Not Applicable	Not Applicable
	"Tennessee"	"47"	"30-34 years"	"30-34"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	Suppressed	162217	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	Suppressed	160586	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	Suppressed	160414	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	Suppressed	159627	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	Suppressed	158206	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	Suppressed	154653	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	Suppressed	150968	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	Suppressed	145636	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	Suppressed	143356	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	Suppressed	143906	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	Suppressed	146576	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	Suppressed	147805	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	Suppressed	150747	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	Suppressed	152168	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	Suppressed	153535	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	Suppressed	154201	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	Suppressed	154739	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	Suppressed	155135	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	Suppressed	156592	Suppressed
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	Suppressed	158674	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	Suppressed	183447	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	Suppressed	182818	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	Suppressed	177710	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	Suppressed	172956	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	Suppressed	167818	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	Suppressed	163138	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	Suppressed	161680	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	Suppressed	164314	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	Suppressed	165146	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	Suppressed	165250	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	Suppressed	162407	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	Suppressed	159461	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	Suppressed	151941	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	Suppressed	149425	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	Suppressed	148386	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	Suppressed	149180	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	Suppressed	150527	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	Suppressed	153305	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	Suppressed	155264	Suppressed
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	Suppressed	157210	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	Suppressed	182435	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	Suppressed	183277	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	Suppressed	184463	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	Suppressed	183751	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	Suppressed	183750	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	Suppressed	184201	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	Suppressed	183459	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	Suppressed	180939	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	Suppressed	177234	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	Suppressed	172782	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	Suppressed	168480	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	Suppressed	166756	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	Suppressed	168372	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	Suppressed	168196	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	Suppressed	167840	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	Suppressed	164838	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	Suppressed	160256	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	Suppressed	154312	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	Suppressed	151559	Suppressed
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	Suppressed	151053	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	Suppressed	169787	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	Suppressed	171798	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	Suppressed	176039	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	Suppressed	178921	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	Suppressed	181606	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	Suppressed	182544	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	Suppressed	184245	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	Suppressed	186661	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	Suppressed	187208	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	Suppressed	188289	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	Suppressed	189041	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	Suppressed	188186	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	Suppressed	182952	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	Suppressed	178291	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	Suppressed	173309	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	Suppressed	169192	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	Suppressed	168309	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	Suppressed	170357	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	Suppressed	170921	Suppressed
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	Suppressed	170431	Suppressed
